School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
2013-14,K046,13K046,P.S. 046 Edward C. Blum,K046,100 CLERMONT AVENUE,K,13,417,100 CLERMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 046 Edward C. Blum |  Fort Greene Preparatory Academy |  100 CLERMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K046,13K691,Fort Greene Preparatory Academy,K691,100 CLERMONT AVENUE,K,13,257,100 CLERMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 046 Edward C. Blum |  Fort Greene Preparatory Academy |  100 CLERMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K046,,100 CLERMONT AVENUE CONSOLIDATED LOCATION,,100 CLERMONT AVENUE,K,13,674,100 CLERMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 046 Edward C. Blum |  Fort Greene Preparatory Academy |  100 CLERMONT AVENUE CONSOLIDATED LOCATION,2,1,2,3,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K048,20K048,P.S. 048 Mapleton,K048,6015 18 AVENUE,K,20,623,,1,P.S. 048 Mapleton,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K049,14K586,Lyons Community School,K586,223 GRAHAM AVENUE,K,14,546,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K049,14K454,Green School: An Academy for Environmental Careers,K454,223 GRAHAM AVENUE,K,14,328,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K049,14K449,"Brooklyn Latin School, The",K449,223 GRAHAM AVENUE,K,14,592,223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K049,,223 GRAHAM AVENUE CONSOLIDATED LOCATION,,223 GRAHAM AVENUE,K,14,"1,466",223 GRAHAM AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION",1,8,4,4,4,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,K050,84K182      ,Success Academy Charter School - Williamsburg,K182,183 SOUTH  3 STREET,K,14,,183 SOUTH  3 STREET  CONSOLIDATED LOCATION,2,J.H.S. 050 John D. Wells l Success Academy Charter School - Williamsburg l 183 SOUTH  3 STREET  CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K050,14K050,J.H.S. 050 John D. Wells,K050,183 SOUTH  3 STREET,K,14,306,183 SOUTH  3 STREET  CONSOLIDATED LOCATION,2,J.H.S. 050 John D. Wells l Success Academy Charter School - Williamsburg l 183 SOUTH  3 STREET  CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K050,,183 SOUTH  3 STREET  CONSOLIDATED LOCATION,,183 SOUTH  3 STREET,K,14,306,183 SOUTH  3 STREET  CONSOLIDATED LOCATION,2,J.H.S. 050 John D. Wells l Success Academy Charter School - Williamsburg l 183 SOUTH  3 STREET  CONSOLIDATED LOCATION,0,2,1,1,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K051,15K051,M.S. 51 William Alexander,K051,350 5 AVENUE,K,15,"1,116",,1,M.S. 51 William Alexander,0,0,0,0,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,K052,22K052,P.S. 052 Sheepshead Bay,K052,2675 EAST  29 STREET,K,22,789,,1,P.S. 052 Sheepshead Bay,0,1,0,0,1,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K054,13K054,P.S. 054 Samuel C. Barnes,K054,195 SANFORD STREET,K,13,251,,1,P.S. 054 Samuel C. Barnes,1,0,0,0,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K055,23K493,Brooklyn Collegiate: A College Board School,K493,2021 BERGEN STREET,K,23,387,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K055,84K626      ,Achievement First Brownsville Charter School,K626,2021 BERGEN STREET,K,23,,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K055,,2021 BERGEN STREET CONSOLIDATED LOCATION,,2021 BERGEN STREET,K,23,387,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,0,5,7,3,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K056,13K351,The Urban Assembly Unison School,K351,170 GATES AVENUE,K,13,139,170 GATES AVENUE CONSOLIDATED LOCATION,3,P.S. 056 Lewis H. Latimer |  Satellite Three |  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K056,13K103,Satellite Three,K103,170 GATES AVENUE,K,13,58,170 GATES AVENUE CONSOLIDATED LOCATION,3,P.S. 056 Lewis H. Latimer |  Satellite Three |  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K056,13K056,P.S. 056 Lewis H. Latimer,K056,170 GATES AVENUE,K,13,236,170 GATES AVENUE CONSOLIDATED LOCATION,3,P.S. 056 Lewis H. Latimer |  Satellite Three |  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K056,,170 GATES AVENUE CONSOLIDATED LOCATION,,170 GATES AVENUE,K,13,433,170 GATES AVENUE CONSOLIDATED LOCATION,3,P.S. 056 Lewis H. Latimer |  Satellite Three |  The Urban Assembly Unison School |  170 GATES AVENUE CONSOLIDATED LOCATION,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K057,16K688,The Brooklyn Academy of Global Finance,K688,125 STUYVESANT AVENUE,K,16,148,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K057,16K385,"School of Business, Finance and Entrepreneurship",K385,125 STUYVESANT AVENUE,K,16,113,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K057,16K057,J.H.S. 057 Whitelaw Reid,K057,125 STUYVESANT AVENUE,K,16,213,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K057,,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,,125 STUYVESANT AVENUE,K,16,474,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",2,3,4,2,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K058,15K058,P.S. 058 The Carroll,K058,330 SMITH STREET,K,15,944,,1,P.S. 058 The Carroll,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K059,84K125      ,Success Academy Charter School - Bed-Stuy 2,K125,211 THROOP AVENUE,K,14,,211 THROOP AVENUE CONSOLIDATED LOCATION,2,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K059,14K059,P.S. 059 William Floyd,K059,211 THROOP AVENUE,K,14,374,211 THROOP AVENUE CONSOLIDATED LOCATION,2,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K059,,211 THROOP AVENUE CONSOLIDATED LOCATION,,211 THROOP AVENUE,K,14,374,211 THROOP AVENUE CONSOLIDATED LOCATION,2,P.S. 059 William Floyd |  Success Academy Charter School - Bed-Stuy 2 |  211 THROOP AVENUE CONSOLIDATED LOCATION,0,1,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K061,17K061,M.S. 061 Dr. Gladstone H. Atwell,K061,400 EMPIRE BOULEVARD,K,17,777,,1,M.S. 061 Dr. Gladstone H. Atwell,2,6,8,3,4,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K062,20K062,J.H.S. 062 Ditmas,K062,700 CORTELYOU ROAD,K,20,"1,297",,1,J.H.S. 062 Ditmas,0,2,0,1,1,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,K066,18K066,P.S. 66,K066,845 EAST  96 STREET,K,18,777,,1,P.S. 66,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K067,13K067,P.S. 067 Charles A. Dorsey,K067,51 SAINT EDWARDS STREET,K,13,276,51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,2,P.S. 067 Charles A. Dorsey | Community Roots Charter School | 51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K067,84K536      ,Community Roots Charter School,K536,51 SAINT EDWARDS STREET,K,13,,51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,2,P.S. 067 Charles A. Dorsey | Community Roots Charter School | 51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K067,,51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,,51 SAINT EDWARDS STREET,K,13,276,51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,2,P.S. 067 Charles A. Dorsey | Community Roots Charter School | 51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,0,2,2,1,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K068,18K068,I.S. 068 Isaac Bildersee,K068,956 EAST  82 STREET,K,18,734,,1,I.S. 068 Isaac Bildersee,2,10,7,3,7,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K069,20K069,P.S. 69 Vincent D. Grippo School,K069,6302 9TH AVENUE,K,20,867,,1,P.S. 69 Vincent D. Grippo School,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K071,14K071,Juan Morel Campos Secondary School,K071,215 HEYWARD STREET,K,14,778,215 HEYWARD STREET CONSOLIDATED LOCATION,2,Juan Morel Campos Secondary School | Beginning with Children Charter School II | 215 HEYWARD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,751-1000,5C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K071,84K037      ,Beginning with Children Charter School II,K037,215 HEYWARD STREET,K,14,,215 HEYWARD STREET CONSOLIDATED LOCATION,2,Juan Morel Campos Secondary School | Beginning with Children Charter School II | 215 HEYWARD STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K071,,215 HEYWARD STREET CONSOLIDATED LOCATION,,215 HEYWARD STREET,K,14,778,215 HEYWARD STREET CONSOLIDATED LOCATION,2,Juan Morel Campos Secondary School | Beginning with Children Charter School II | 215 HEYWARD STREET CONSOLIDATED LOCATION,3,13,12,7,7,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K072,19K678,East New York Middle School of Excellence,K678,605 SHEPHERD AVENUE,K,19,242,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K072,19K677,East New York Elementary School of Excellence,K677,605 SHEPHERD AVENUE,K,19,556,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K072,,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,,605 SHEPHERD AVENUE,K,19,798,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,2,East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION,1,2,4,1,2,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K073,23K073,P.S. 073 Thomas S. Boyland,K073,251 MCDOUGAL STREET,K,23,196,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K073,23K599,Brooklyn Landmark Elementary School,K599,251 MCDOUGAL STREET,K,23,148,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K073,23K664,Brooklyn Environmental Exploration School (BEES),K664,251 MCDOUGAL STREET,K,23,52,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K073,,251 MCDOUGAL STREET CONSOLIDATED LOCATION,,251 MCDOUGAL STREET,K,23,396,251 MCDOUGAL STREET CONSOLIDATED LOCATION,3,P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION,0,1,5,0,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K075,32K075,P.S. 075 Mayda Cortiella,K075,95 GROVE STREET,K,32,570,,1,P.S. 075 Mayda Cortiella,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K078,22K078,J.H.S. 078 Roy H. Mann,K078,1420 EAST  68 STREET,K,22,914,,1,J.H.S. 078 Roy H. Mann,1,3,7,1,3,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K081,16K081,P.S. 081 Thaddeus Stevens,K081,990 DEKALB AVENUE,K,16,383,,1,P.S. 081 Thaddeus Stevens,0,4,2,2,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K084,14K084,P.S. 084 Jose De Diego,K084,250 BERRY STREET,K,14,616,,1,P.S. 084 Jose De Diego,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K085,75K753,P.S. K753 - School for Career Development,K753,510 CLERMONT AVENUE,K,13,236,,1,P.S. K753 - School for Career Development,2,4,4,3,3,1-250,2C,0.43,1.03,1.23,0.99,0.41
2013-14,K086,32K086,P.S. 086 The Irvington,K086,220 IRVING AVENUE,K,32,456,,1,P.S. 086 The Irvington,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K088,75K053,P.S. K053,K053,544 7TH AVENUE,K,15,403,544 7TH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K088,15K088,J.H.S. 088 Peter Rouget,K088,544 7TH AVENUE,K,15,"1,206",544 7TH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1001-1250,6C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K088,,544 7TH AVENUE CONSOLIDATED LOCATION,,544 7TH AVENUE,K,15,"1,609",544 7TH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,0,7,4,3,3,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,K090,21K090,P.S. 90 Edna Cohen School,K090,2840 WEST  12 STREET,K,21,620,,1,P.S. 90 Edna Cohen School,0,2,2,2,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K091,17K091,P.S. 091 The Albany Avenue School,K091,532 ALBANY AVENUE,K,17,483,,1,P.S. 091 The Albany Avenue School,1,2,2,1,2,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K092,17K092,P.S. 092 Adrian Hegeman,K092,601 PARKSIDE AVENUE,K,17,493,601 PARKSIDE AVENUE CONSOLIDATED LOCATION,2,P.S. 092 Adrian Hegeman |  Lefferts Gardens Charter School |  601 PARKSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K092,84K796      ,Lefferts Gardens Charter School,K796,601 PARKSIDE AVENUE,K,17,,601 PARKSIDE AVENUE CONSOLIDATED LOCATION,2,P.S. 092 Adrian Hegeman |  Lefferts Gardens Charter School |  601 PARKSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K092,,601 PARKSIDE AVENUE CONSOLIDATED LOCATION,,601 PARKSIDE AVENUE,K,17,493,601 PARKSIDE AVENUE CONSOLIDATED LOCATION,2,P.S. 092 Adrian Hegeman |  Lefferts Gardens Charter School |  601 PARKSIDE AVENUE CONSOLIDATED LOCATION,2,0,2,1,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K093,13K093,P.S. 093 William H. Prescott,K093,31 NEW YORK AVENUE,K,13,338,,1,P.S. 093 William H. Prescott,0,1,0,1,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K094,15K094,P.S. 094 The Henry Longfellow,K094,5010 6 AVENUE,K,15,"1,519",,1,P.S. 094 The Henry Longfellow,0,1,0,1,0,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,K095,21K095,P.S. 095 The Gravesend,K095,345 VAN SICKLEN STREET,K,21,964,,1,P.S. 095 The Gravesend,0,0,3,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K096,21K096,I.S. 096 Seth Low,K096,99 AVENUE P,K,21,711,,1,I.S. 096 Seth Low,0,3,8,1,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K097,21K097,P.S. 97 The Highlawn,K097,1855 STILLWELL AVENUE,K,21,824,,1,P.S. 97 The Highlawn,0,1,1,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K099,21K099,P.S. 099 Isaac Asimov,K099,1120 EAST  10 STREET,K,21,851,,1,P.S. 099 Isaac Asimov,0,0,1,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K100,21K100,P.S. 100 The Coney Island School,K100,2951 WEST  3 STREET,K,21,724,,1,P.S. 100 The Coney Island School,1,0,1,0,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K101,21K101,P.S. 101 The Verrazano,K101,2360 BENSON AVENUE,K,21,882,,1,P.S. 101 The Verrazano,0,0,1,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K102,20K102,P.S. 102 The Bayview,K102,211 72 STREET,K,20,"1,352",,1,P.S. 102 The Bayview,0,1,1,1,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,K104,20K104,P.S./I.S. 104 The Fort Hamilton School,K104,9115 5 AVENUE,K,20,"1,181",,1,P.S./I.S. 104 The Fort Hamilton School,0,1,2,1,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,K105,20K105,P.S. 105 The Blythebourne,K105,1031 59 STREET,K,20,"1,770",,1,P.S. 105 The Blythebourne,0,1,0,1,0,1751-2000,9C,0.81,5.43,8.48,3.24,2.33
2013-14,K106,32K106,P.S. 106 Edward Everett Hale,K106,1328 PUTNAM AVENUE,K,32,595,,1,P.S. 106 Edward Everett Hale,0,2,0,2,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K107,15K107,P.S. 107 John W. Kimball,K107,1301 8 AVENUE,K,15,578,,1,P.S. 107 John W. Kimball,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K108,19K108,P.S. 108 Sal Abbracciamento,K108,200 LINWOOD STREET,K,19,891,,1,P.S. 108 Sal Abbracciamento,0,0,3,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K110,14K110,P.S. 110 The Monitor,K110,124 MONITOR STREET,K,14,375,,1,P.S. 110 The Monitor,0,1,0,1,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,K111,32K349,"I.S. 349 Math, Science & Tech.",K349,35 STARR STREET,K,32,402,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K111,32K347,I.S. 347 School of Humanities,K347,35 STARR STREET,K,32,400,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K111,,35 STARR STREET CONSOLIDATED LOCATION,,35 STARR STREET,K,32,802,35 STARR STREET CONSOLIDATED LOCATION,2,"I.S. 347 School of Humanities |  I.S. 349 Math, Science & Tech. |  35 STARR STREET CONSOLIDATED LOCATION",0,4,12,2,2,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,K112,20K112,P.S. 112 Lefferts Park,K112,7115 15 AVENUE,K,20,530,,1,P.S. 112 Lefferts Park,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K113,13K113,M.S. 113 Ronald Edmonds Learning Center,K113,300 ADELPHI STREET,K,13,718,,1,M.S. 113 Ronald Edmonds Learning Center,1,1,0,2,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K114,18K114,P.S. 114 Ryder Elementary,K114,1077 REMSEN AVENUE,K,18,626,1077 REMSEN AVENUE CONSOLIDATED LOCATION,2,P.S. 114 Ryder Elementary | Explore Excel Charter School | 1077 REMSEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K114,84K379      ,Explore Excel Charter School,K379,1077 REMSEN AVENUE,K,18,,1077 REMSEN AVENUE CONSOLIDATED LOCATION,2,P.S. 114 Ryder Elementary | Explore Excel Charter School | 1077 REMSEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,K114,,1077 REMSEN AVENUE CONSOLIDATED LOCATION,,1077 REMSEN AVENUE,K,18,626,1077 REMSEN AVENUE CONSOLIDATED LOCATION,2,P.S. 114 Ryder Elementary | Explore Excel Charter School | 1077 REMSEN AVENUE CONSOLIDATED LOCATION,1,0,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K115,18K115,P.S. 115 Daniel Mucatel School,K115,1500 EAST  92 STREET,K,18,"1,172",,1,P.S. 115 Daniel Mucatel School,0,1,1,1,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,K116,32K116,P.S. 116 Elizabeth L Farrell,K116,515 KNICKERBOCKER AVENUE,K,32,518,,1,P.S. 116 Elizabeth L Farrell,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,K117,13K596,MS 596 Peace Academy,K596,300 WILLOUGHBY AVENUE,K,13,88,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,"Brooklyn Community High School of Communication, A |  MS 596 Peace Academy |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
